"ORDESTOK,N,6,0","GRARARTI,C,10","CODIDEPO,C,2","ANTESTOK,N,12,2","ACTUSTOK,N,12,2","MINISTOK,N,12,2","MAXISTOK,N,12,2","PEDISTOK,N,12,2","INGRSTOK,N,12,2","EGRESTOK,N,12,2","AUXISTOK,N,8,2","UBICSTOK,C,5","CAPESTOK,N,12,2","CODIARTI,C,10","UBICSTO1,C,5","CODIPAPE,C,2","CODITIDE,C,1","VEPRSTOK,N,12,2","STOCKP,N,12,2"
22795,7300400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22796,7300450,03,0,0,0,0,0,0,0,0,,0,,,,,,
22797,7300480,03,0,0,0,0,0,0,0,0,,0,,,,,,
22798,7300500,03,0,0,0,0,0,0,0,0,,0,,,,,,
22799,7300550,03,0,0,0,0,0,0,0,0,,0,,,,,,
22800,7300575,03,0,0,0,0,0,0,0,0,,0,,,,,,
22801,7300600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22802,7300650,03,0,0,0,0,0,0,0,0,,0,,,,,,
22803,7300700,03,0,0,0,0,0,0,0,0,,0,,,,,,
22804,7300750,03,0,0,0,0,0,0,0,0,,0,,,,,,
22805,7300775,03,0,0,0,0,0,0,0,0,,0,,,,,,
22806,7300800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22807,7300850,03,0,0,0,0,0,0,0,0,,0,,,,,,
22808,7300900,03,0,0,0,0,0,0,0,0,,0,,,,,,
22809,7300950,03,0,0,0,0,0,0,0,0,,0,,,,,,
22810,7300970,03,0,0,0,0,0,0,0,0,,0,,,,,,
22811,7301000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22812,7301050,03,0,0,0,0,0,0,0,0,,0,,,,,,
22813,7301100,03,0,0,0,0,0,0,0,0,,0,,,,,,
22814,7301150,03,0,0,0,0,0,0,0,0,,0,,,,,,
22815,7301170,03,0,0,0,0,0,0,0,0,,0,,,,,,
22816,7301200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22817,7301250,03,0,0,0,0,0,0,0,0,,0,,,,,,
22818,7301300,03,0,0,0,0,0,0,0,0,,0,,,,,,
22819,7301370,03,0,0,0,0,0,0,0,0,,0,,,,,,
22820,7301400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22821,7301500,03,0,0,0,0,0,0,0,0,,0,,,,,,
22822,7301570,03,0,0,0,0,0,0,0,0,,0,,,,,,
22823,7301600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22824,7301700,03,0,0,0,0,0,0,0,0,,0,,,,,,
22825,7301800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22826,7301900,03,0,0,0,0,0,0,0,0,,0,,,,,,
22827,7302000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22828,7302200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22829,7302400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22830,7302500,03,0,0,0,0,0,0,0,0,,0,,,,,,
22831,7302800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22832,7303000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22833,7303200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22834,7310200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22835,7310250,03,0,0,0,0,0,0,0,0,,0,,,,,,
22836,7310300,03,0,0,0,0,0,0,0,0,,0,,,,,,
22837,7310350,03,0,0,0,0,0,0,0,0,,0,,,,,,
22838,7310400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22839,7310450,03,0,0,0,0,0,0,0,0,,0,,,,,,
22840,7310500,03,0,0,0,0,0,0,0,0,,0,,,,,,
22841,7310550,03,0,0,0,0,0,0,0,0,,0,,,,,,
22842,7310600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22843,7310650,03,0,0,0,0,0,0,0,0,,0,,,,,,
22844,7310700,03,0,0,0,0,0,0,0,0,,0,,,,,,
22845,7310750,03,0,0,0,0,0,0,0,0,,0,,,,,,
22846,7310800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22847,7310850,03,0,0,0,0,0,0,0,0,,0,,,,,,
22848,7310900,03,0,0,0,0,0,0,0,0,,0,,,,,,
22849,7310950,03,0,0,0,0,0,0,0,0,,0,,,,,,
22850,7311000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22851,7311100,03,0,0,0,0,0,0,0,0,,0,,,,,,
22852,7311200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22853,7311300,03,0,0,0,0,0,0,0,0,,0,,,,,,
22854,7311400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22855,7311500,03,0,0,0,0,0,0,0,0,,0,,,,,,
22856,7311600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22857,7311700,03,0,0,0,0,0,0,0,0,,0,,,,,,
22858,7311800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22859,7311900,03,0,0,0,0,0,0,0,0,,0,,,,,,
22860,7312000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22861,7312100,03,0,0,0,0,0,0,0,0,,0,,,,,,
22862,7312200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22863,7312300,03,0,0,0,0,0,0,0,0,,0,,,,,,
22864,7312400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22865,7312500,03,0,0,0,0,0,0,0,0,,0,,,,,,
22866,7312600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22867,7312800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22868,7313000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22869,7313200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22870,7313600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22871,7314000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22872,7320200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22873,7320250,03,0,0,0,0,0,0,0,0,,0,,,,,,
22874,7320300,03,0,0,0,0,0,0,0,0,,0,,,,,,
22875,7320400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22876,7320500,03,0,0,0,0,0,0,0,0,,0,,,,,,
22877,7320600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22878,7320700,03,0,0,0,0,0,0,0,0,,0,,,,,,
22879,7320800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22880,7320900,03,0,0,0,0,0,0,0,0,,0,,,,,,
22881,7321000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22882,7321200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22883,7321400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22884,7321600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22885,7321800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22886,7322000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22887,7330200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22888,7330250,03,0,0,0,0,0,0,0,0,,0,,,,,,
22889,7330300,03,0,0,0,0,0,0,0,0,,0,,,,,,
22890,7330400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22891,7330500,03,0,0,0,0,0,0,0,0,,0,,,,,,
22892,7330600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22893,7330700,03,0,0,0,0,0,0,0,0,,0,,,,,,
22894,7330800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22895,7330900,03,0,0,0,0,0,0,0,0,,0,,,,,,
22896,7331000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22897,7331200,03,0,0,0,0,0,0,0,0,,0,,,,,,
22898,7331400,03,0,0,0,0,0,0,0,0,,0,,,,,,
22899,7331600,03,0,0,0,0,0,0,0,0,,0,,,,,,
22900,7331800,03,0,0,0,0,0,0,0,0,,0,,,,,,
22901,7332000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22902,740000000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22903,740010000,03,0,0,0,0,0,0,0,0,,0,,,,,,
22904,740010005,03,0,0,0,0,0,0,0,0,,0,,,,,,
22905,740100303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22906,740100606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22907,740101276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22908,740101606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22909,740101633,03,0,0,0,0,0,0,0,0,,0,,,,,,
22910,740101806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22911,740101966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22912,740110303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22913,740110606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22914,740110806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22915,740110966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22916,740111276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22917,740200303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22918,740200606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22919,740200633,03,0,0,0,0,0,0,0,0,,0,,,,,,
22920,740200806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22921,740200966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22922,740201276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22923,740201606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22924,740210303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22925,740210606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22926,740210806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22927,740210966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22928,740211276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22929,740300303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22930,740300606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22931,740300633,03,0,0,0,0,0,0,0,0,,0,,,,,,
22932,740300806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22933,740300966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22934,740301276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22935,740301606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22936,740310303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22937,740310606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22938,740310806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22939,740310966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22940,740311276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22941,740400303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22942,740400403,03,0,0,0,0,0,0,0,0,,0,,,,,,
22943,740400606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22944,740400633,03,0,0,0,0,0,0,0,0,,0,,,,,,
22945,740400806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22946,740400966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22947,740401276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22948,740401606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22949,740410303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22950,740410606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22951,740410806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22952,740410966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22953,740411276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22954,740500303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22955,740500606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22956,740500633,03,0,0,0,0,0,0,0,0,,0,,,,,,
22957,740500806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22958,740500966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22959,740501276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22960,740501606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22961,740600303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22962,740600606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22963,740600633,03,0,0,0,0,0,0,0,0,,0,,,,,,
22964,740600806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22965,740600966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22966,740601276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22967,740601606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22968,740610303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22969,740610606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22970,740610966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22971,740611276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22972,740700303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22973,740700606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22974,740700633,03,0,0,0,0,0,0,0,0,,0,,,,,,
22975,740700806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22976,740700966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22977,740701276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22978,740701606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22979,740710303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22980,740710606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22981,740710966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22982,740711276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22983,740800303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22984,740800606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22985,740800806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22986,740800966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22987,740801276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22988,740801606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22989,740810806,03,0,0,0,0,0,0,0,0,,0,,,,,,
22990,740811276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22991,740900303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22992,740900606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22993,740900966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22994,740901276,03,0,0,0,0,0,0,0,0,,0,,,,,,
22995,740901606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22996,741000303,03,0,0,0,0,0,0,0,0,,0,,,,,,
22997,741000606,03,0,0,0,0,0,0,0,0,,0,,,,,,
22998,741000966,03,0,0,0,0,0,0,0,0,,0,,,,,,
22999,741001276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23000,741001606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23001,741100303,03,0,0,0,0,0,0,0,0,,0,,,,,,
23002,741100606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23003,741100806,03,0,0,0,0,0,0,0,0,,0,,,,,,
23004,741100966,03,0,0,0,0,0,0,0,0,,0,,,,,,
23005,741101276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23006,741101606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23007,741110303,03,0,0,0,0,0,0,0,0,,0,,,,,,
23008,741111276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23009,741200303,03,0,0,0,0,0,0,0,0,,0,,,,,,
23010,741200606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23011,741200633,03,0,0,0,0,0,0,0,0,,0,,,,,,
23012,741200966,03,0,0,0,0,0,0,0,0,,0,,,,,,
23013,741201276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23014,741201606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23015,741300303,03,0,0,0,0,0,0,0,0,,0,,,,,,
23016,741300606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23017,741300633,03,0,0,0,0,0,0,0,0,,0,,,,,,
23018,741300966,03,0,0,0,0,0,0,0,0,,0,,,,,,
23019,741301276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23020,741301606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23021,741400606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23022,741400966,03,0,0,0,0,0,0,0,0,,0,,,,,,
23023,741401276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23024,741500606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23025,741500966,03,0,0,0,0,0,0,0,0,,0,,,,,,
23026,741501276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23027,741600606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23028,741600966,03,0,0,0,0,0,0,0,0,,0,,,,,,
23029,741601276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23030,741700606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23031,741700966,03,0,0,0,0,0,0,0,0,,0,,,,,,
23032,741701276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23033,741800606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23034,741800966,03,0,0,0,0,0,0,0,0,,0,,,,,,
23035,741801276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23036,741900606,03,0,0,0,0,0,0,0,0,,0,,,,,,
23037,741900966,03,0,0,0,0,0,0,0,0,,0,,,,,,
23038,741901276,03,0,0,0,0,0,0,0,0,,0,,,,,,
23039,75090250,03,0,0,0,0,0,0,0,0,,0,,,,,,
23040,75090310,03,0,0,0,0,0,0,0,0,,0,,,,,,
23041,80015,03,0,0,0,0,0,0,0,0,,0,,,,,,
23042,84012,03,0,0,0,0,0,0,0,0,,0,,,,,,
23043,87001,03,0,0,0,0,0,0,0,0,,0,,,,,,
23044,87002,03,0,0,0,0,0,0,0,0,,0,,,,,,
23045,87003,03,0,0,0,0,0,0,0,0,,0,,,,,,
23046,87004,03,0,0,0,0,0,0,0,0,,0,,,,,,
23047,87005,03,0,0,0,0,0,0,0,0,,0,,,,,,
23048,87006,03,0,0,0,0,0,0,0,0,,0,,,,,,
23049,87008,03,0,0,0,0,0,0,0,0,,0,,,,,,
23050,87009,03,0,0,0,0,0,0,0,0,,0,,,,,,
23051,87010,03,0,0,0,0,0,0,0,0,,0,,,,,,
23052,87020,03,0,0,0,0,0,0,0,0,,0,,,,,,
23053,87021,03,0,0,0,0,0,0,0,0,,0,,,,,,
23054,87022,03,0,0,0,0,0,0,0,0,,0,,,,,,
23055,87023,03,0,0,0,0,0,0,0,0,,0,,,,,,
23056,87024,03,0,0,0,0,0,0,0,0,,0,,,,,,
23057,87025,03,0,0,0,0,0,0,0,0,,0,,,,,,
23058,87026,03,0,0,0,0,0,0,0,0,,0,,,,,,
23059,87027,03,0,0,0,0,0,0,0,0,,0,,,,,,
23060,87028,03,0,0,0,0,0,0,0,0,,0,,,,,,
23061,87040,03,0,0,0,0,0,0,0,0,,0,,,,,,
23062,87041,03,0,0,0,0,0,0,0,0,,0,,,,,,
23063,87042,03,0,0,0,0,0,0,0,0,,0,,,,,,
23064,87043,03,0,0,0,0,0,0,0,0,,0,,,,,,
23065,87044,03,0,0,0,0,0,0,0,0,,0,,,,,,
23066,87045,03,0,0,0,0,0,0,0,0,,0,,,,,,
23067,87046,03,0,0,0,0,0,0,0,0,,0,,,,,,
23068,87047,03,0,0,0,0,0,0,0,0,,0,,,,,,
23069,87048,03,0,0,0,0,0,0,0,0,,0,,,,,,
23070,87049,03,0,0,0,0,0,0,0,0,,0,,,,,,
23071,87050,03,0,0,0,0,0,0,0,0,,0,,,,,,
23072,87051,03,0,0,0,0,0,0,0,0,,0,,,,,,
23073,87052,03,0,0,0,0,0,0,0,0,,0,,,,,,
23074,87060,03,0,0,0,0,0,0,0,0,,0,,,,,,
23075,87061,03,0,0,0,0,0,0,0,0,,0,,,,,,
23076,87062,03,0,0,0,0,0,0,0,0,,0,,,,,,
23077,87063,03,0,0,0,0,0,0,0,0,,0,,,,,,
23078,87064,03,0,0,0,0,0,0,0,0,,0,,,,,,
23079,87065,03,0,0,0,0,0,0,0,0,,0,,,,,,
23080,87066,03,0,0,0,0,0,0,0,0,,0,,,,,,
23081,87067,03,0,0,0,0,0,0,0,0,,0,,,,,,
23082,87068,03,0,0,0,0,0,0,0,0,,0,,,,,,
23083,87100,03,0,0,0,0,0,0,0,0,,0,,,,,,
23084,87101,03,0,0,0,0,0,0,0,0,,0,,,,,,
23085,87102,03,0,0,0,0,0,0,0,0,,0,,,,,,
23086,87110,03,0,0,0,0,0,0,0,0,,0,,,,,,
23087,87111,03,0,0,0,0,0,0,0,0,,0,,,,,,
23088,87112,03,0,0,0,0,0,0,0,0,,0,,,,,,
23089,87113,03,0,0,0,0,0,0,0,0,,0,,,,,,
23090,87120,03,0,0,0,0,0,0,0,0,,0,,,,,,
23091,87121,03,0,0,0,0,0,0,0,0,,0,,,,,,
23092,87122,03,0,0,0,0,0,0,0,0,,0,,,,,,
23093,87123,03,0,0,0,0,0,0,0,0,,0,,,,,,
23094,87124,03,0,0,0,0,0,0,0,0,,0,,,,,,
23095,87125,03,0,0,0,0,0,0,0,0,,0,,,,,,
23096,87126,03,0,0,0,0,0,0,0,0,,0,,,,,,
23097,87127,03,0,0,0,0,0,0,0,0,,0,,,,,,
23098,87150,03,0,0,0,0,0,0,0,0,,0,,,,,,
23099,87151,03,0,0,0,0,0,0,0,0,,0,,,,,,
23100,87152,03,0,0,0,0,0,0,0,0,,0,,,,,,
23101,87153,03,0,0,0,0,0,0,0,0,,0,,,,,,
23102,87154,03,0,0,0,0,0,0,0,0,,0,,,,,,
23103,87155,03,0,0,0,0,0,0,0,0,,0,,,,,,
23104,87156,03,0,0,0,0,0,0,0,0,,0,,,,,,
23105,87157,03,0,0,0,0,0,0,0,0,,0,,,,,,
23106,87200,03,0,0,0,0,0,0,0,0,,0,,,,,,
23107,87202,03,0,0,0,0,0,0,0,0,,0,,,,,,
23108,87204,03,0,0,0,0,0,0,0,0,,0,,,,,,
23109,87206,03,0,0,0,0,0,0,0,0,,0,,,,,,
23110,87208,03,0,0,0,0,0,0,0,0,,0,,,,,,
23111,87210,03,0,0,0,0,0,0,0,0,,0,,,,,,
23112,87212,03,0,0,0,0,0,0,0,0,,0,,,,,,
23113,87300,03,0,0,0,0,0,0,0,0,,0,,,,,,
23114,87301,03,0,0,0,0,0,0,0,0,,0,,,,,,
23115,87302,03,0,0,0,0,0,0,0,0,,0,,,,,,
23116,87303,03,0,0,0,0,0,0,0,0,,0,,,,,,
23117,87310,03,0,0,0,0,0,0,0,0,,0,,,,,,
23118,87311,03,0,0,0,0,0,0,0,0,,0,,,,,,
23119,87312,03,0,0,0,0,0,0,0,0,,0,,,,,,
23120,87313,03,0,0,0,0,0,0,0,0,,0,,,,,,
23121,87314,03,0,0,0,0,0,0,0,0,,0,,,,,,
23122,87315,03,0,0,0,0,0,0,0,0,,0,,,,,,
23123,87316,03,0,0,0,0,0,0,0,0,,0,,,,,,
23124,87330,03,0,0,0,0,0,0,0,0,,0,,,,,,
23125,87332,03,0,0,0,0,0,0,0,0,,0,,,,,,
23126,87333,03,0,0,0,0,0,0,0,0,,0,,,,,,
23127,87340,03,0,0,0,0,0,0,0,0,,0,,,,,,
23128,88001,03,0,0,0,0,0,0,0,0,,0,,,,,,
23129,88002,03,0,0,0,0,0,0,0,0,,0,,,,,,
23130,88004,03,0,0,0,0,0,0,0,0,,0,,,,,,
23131,88005,03,0,0,0,0,0,0,0,0,,0,,,,,,
23132,88006,03,0,0,0,0,0,0,0,0,,0,,,,,,
23133,88007,03,0,0,0,0,0,0,0,0,,0,,,,,,
23134,88008,03,0,0,0,0,0,0,0,0,,0,,,,,,
23135,88009,03,0,0,0,0,0,0,0,0,,0,,,,,,
23136,88010,03,0,0,0,0,0,0,0,0,,0,,,,,,
23137,88011,03,0,0,0,0,0,0,0,0,,0,,,,,,
23138,88012,03,0,0,0,0,0,0,0,0,,0,,,,,,
23139,88013,03,0,0,0,0,0,0,0,0,,0,,,,,,
23140,88024,03,0,0,0,0,0,0,0,0,,0,,,,,,
23141,88025,03,0,0,0,0,0,0,0,0,,0,,,,,,
23142,88026,03,0,0,0,0,0,0,0,0,,0,,,,,,
23143,88027,03,0,0,0,0,0,0,0,0,,0,,,,,,
23144,88028,03,0,0,0,0,0,0,0,0,,0,,,,,,
23145,88054,03,0,0,0,0,0,0,0,0,,0,,,,,,
23146,88055,03,0,0,0,0,0,0,0,0,,0,,,,,,
23147,88056,03,0,0,0,0,0,0,0,0,,0,,,,,,
23148,88070,03,0,0,0,0,0,0,0,0,,0,,,,,,
23149,88072,03,0,0,0,0,0,0,0,0,,0,,,,,,
23150,88074,03,0,0,0,0,0,0,0,0,,0,,,,,,
23151,88076,03,0,0,0,0,0,0,0,0,,0,,,,,,
23152,88078,03,0,0,0,0,0,0,0,0,,0,,,,,,
23153,88090,03,0,0,0,0,0,0,0,0,,0,,,,,,
23154,88091,03,0,0,0,0,0,0,0,0,,0,,,,,,
23155,88092,03,0,0,0,0,0,0,0,0,,0,,,,,,
23156,88093,03,0,0,0,0,0,0,0,0,,0,,,,,,
23157,88095,03,0,0,0,0,0,0,0,0,,0,,,,,,
23158,88096,03,0,0,0,0,0,0,0,0,,0,,,,,,
23159,88097,03,0,0,0,0,0,0,0,0,,0,,,,,,
23160,88098,03,0,0,0,0,0,0,0,0,,0,,,,,,
23161,88099,03,0,0,0,0,0,0,0,0,,0,,,,,,
23162,88100,03,0,0,0,0,0,0,0,0,,0,,,,,,
23163,88101,03,0,0,0,0,0,0,0,0,,0,,,,,,
23164,88102,03,0,0,0,0,0,0,0,0,,0,,,,,,
23165,88103,03,0,0,0,0,0,0,0,0,,0,,,,,,
23166,88104,03,0,0,0,0,0,0,0,0,,0,,,,,,
23167,88105,03,0,0,0,0,0,0,0,0,,0,,,,,,
23168,88106,03,0,0,0,0,0,0,0,0,,0,,,,,,
23169,88107,03,0,0,0,0,0,0,0,0,,0,,,,,,
23170,88108,03,0,0,0,0,0,0,0,0,,0,,,,,,
23171,88109,03,0,0,0,0,0,0,0,0,,0,,,,,,
23172,88113,03,0,0,0,0,0,0,0,0,,0,,,,,,
23173,88114,03,0,0,0,0,0,0,0,0,,0,,,,,,
23174,88115,03,0,0,0,0,0,0,0,0,,0,,,,,,
23175,88116,03,0,0,0,0,0,0,0,0,,0,,,,,,
23176,88117,03,0,0,0,0,0,0,0,0,,0,,,,,,
23177,88120,03,0,0,0,0,0,0,0,0,,0,,,,,,
23178,88121,03,0,0,0,0,0,0,0,0,,0,,,,,,
23179,88125,03,0,0,0,0,0,0,0,0,,0,,,,,,
23180,88126,03,0,0,0,0,0,0,0,0,,0,,,,,,
23181,88130,03,0,0,0,0,0,0,0,0,,0,,,,,,
23182,88131,03,0,0,0,0,0,0,0,0,,0,,,,,,
23183,88135,03,0,0,0,0,0,0,0,0,,0,,,,,,
23184,88136,03,0,0,0,0,0,0,0,0,,0,,,,,,
23185,88138,03,0,0,0,0,0,0,0,0,,0,,,,,,
23186,88139,03,0,0,0,0,0,0,0,0,,0,,,,,,
23187,88140,03,0,0,0,0,0,0,0,0,,0,,,,,,
23188,88141,03,0,0,0,0,0,0,0,0,,0,,,,,,
23189,88142,03,0,0,0,0,0,0,0,0,,0,,,,,,
23190,88150,03,0,0,0,0,0,0,0,0,,0,,,,,,
23191,88151,03,0,0,0,0,0,0,0,0,,0,,,,,,
23192,88152,03,0,0,0,0,0,0,0,0,,0,,,,,,
23193,88153,03,0,0,0,0,0,0,0,0,,0,,,,,,
23194,88154,03,0,0,0,0,0,0,0,0,,0,,,,,,
23195,88155,03,0,0,0,0,0,0,0,0,,0,,,,,,
23196,88156,03,0,0,0,0,0,0,0,0,,0,,,,,,
23197,88157,03,0,0,0,0,0,0,0,0,,0,,,,,,
23198,88158,03,0,0,0,0,0,0,0,0,,0,,,,,,
23199,88159,03,0,0,0,0,0,0,0,0,,0,,,,,,
23200,88160,03,0,0,0,0,0,0,0,0,,0,,,,,,
23201,88161,03,0,0,0,0,0,0,0,0,,0,,,,,,
23202,88162,03,0,0,0,0,0,0,0,0,,0,,,,,,
23203,88163,03,0,0,0,0,0,0,0,0,,0,,,,,,
